id,text
4954,"question : is this text grammatically correct?
answer : no
context : Which celebrity did he mention the fact that he had run into?"
5004,"question : is this text grammatically correct?
answer : no
context : To please John is eager."
7017,"question : is this text grammatically correct?
answer : no
context : Chris will become talking to colleagues."
5344,"question : is this text grammatically correct?
answer : yes
context : Mary is taller than six feet."
8322,"question : is this text grammatically correct?
answer : yes
context : There is a description of Aristotle in the book."
6750,"question : is this text grammatically correct?
answer : yes
context : Write a letter to Anne Elliott."
6541,"question : is this text grammatically correct?
answer : no
context : Who did you wonder saw Kim?"
5941,"question : is this text grammatically correct?
answer : yes
context : Louis was forgiven by Susan."
4732,"question : is this text grammatically correct?
answer : yes
context : He got hit in the face with the tip of a surfboard."
3514,"question : is this text grammatically correct?
answer : no
context : He washed myself."
1330,"question : is this text grammatically correct?
answer : yes
context : Sasha is gobbling down dumplings faster than I can reheat them."
1979,"question : is this text grammatically correct?
answer : yes
context : The man who I gave John a picture of was bald."
2478,"question : is this text grammatically correct?
answer : yes
context : Kelly buttered the bread."
1550,"question : is this text grammatically correct?
answer : yes
context : Tom ordered bacon, and Dick ordered lettuce, and Harry ordered tomatoes."
3774,"question : is this text grammatically correct?
answer : no
context : The best writer was considered Andrew."
324,"question : is this text grammatically correct?
answer : no
context : I aren't going."
3149,"question : is this text grammatically correct?
answer : yes
context : Sharon flinched at the sight of the accident."
1627,"question : is this text grammatically correct?
answer : no
context : How brave they must believe the claim that you are!"
7220,"question : is this text grammatically correct?
answer : no
context : It is arrive tomorrow that Mary will."
2893,"question : is this text grammatically correct?
answer : yes
context : I separated the egg yolk and the egg white."
7257,"question : is this text grammatically correct?
answer : no
context : I prefer for the girl to will win."
6060,"question : is this text grammatically correct?
answer : no
context : If he is a rich man, he'd buy a diamond ring."
5355,"question : is this text grammatically correct?
answer : no
context : John is as much intelligent as Mary."
6268,"question : is this text grammatically correct?
answer : yes
context : Jean seems to be in a good mood."
6917,"question : is this text grammatically correct?
answer : yes
context : The intense cold killed the climbers."
1325,"question : is this text grammatically correct?
answer : no
context : I saw you there and who ate what?"
4663,"question : is this text grammatically correct?
answer : yes
context : John kicked him."
4854,"question : is this text grammatically correct?
answer : no
context : I wonder what city that Romans destroyed."
4472,"question : is this text grammatically correct?
answer : no
context : The proposal did be endorsed by Clinton."
1586,"question : is this text grammatically correct?
answer : yes
context : Webster touched a sword after Henry had done it."
249,"question : is this text grammatically correct?
answer : no
context : He gets angry if John has to wait."
21,"question : is this text grammatically correct?
answer : yes
context : We yelled ourselves hoarse."
5559,"question : is this text grammatically correct?
answer : yes
context : John is taller than Pete is."
844,"question : is this text grammatically correct?
answer : yes
context : I don't think Fred will, either."
1196,"question : is this text grammatically correct?
answer : yes
context : That the defendant had been rude was stoutly denied by his lawyer."
7350,"question : is this text grammatically correct?
answer : no
context : I handed."
1297,"question : is this text grammatically correct?
answer : no
context : Which quonset hut does the boy work in a skyscraper and the girl in?"
2412,"question : is this text grammatically correct?
answer : yes
context : The contractor will build a house for $ 100,000."
7385,"question : is this text grammatically correct?
answer : yes
context : I saw the brilliant one with long hair."
7561,"question : is this text grammatically correct?
answer : yes
context : the girls likes them."
3762,"question : is this text grammatically correct?
answer : yes
context : She was sent a review copy of the book by the publisher."
4387,"question : is this text grammatically correct?
answer : no
context : The house is been remodelling."
1212,"question : is this text grammatically correct?
answer : yes
context : The hat which I believed that Otto was wearing is red."
300,"question : is this text grammatically correct?
answer : yes
context : They failed to tell me which problem the sooner I solve, the quicker the folks up at corporate headquarters."
3032,"question : is this text grammatically correct?
answer : yes
context : Brenda and Molly haggled."
7668,"question : is this text grammatically correct?
answer : no
context : John convinced Bill for Mary to sleep."
1968,"question : is this text grammatically correct?
answer : yes
context : I deny that it is certain that Bob has any money."
4343,"question : is this text grammatically correct?
answer : no
context : He believed there to be likely that he won the game."
5962,"question : is this text grammatically correct?
answer : yes
context : Heidi thinks that Andy has eaten salmon flavored candy bars."
4562,"question : is this text grammatically correct?
answer : no
context : Tagalog is speak in the Philippines."
4489,"question : is this text grammatically correct?
answer : yes
context : Duty made them not miss the weekly meetings."
6182,"question : is this text grammatically correct?
answer : yes
context : What did Bill claim that he read?"
2350,"question : is this text grammatically correct?
answer : no
context : I stalked for game in the woods."
3102,"question : is this text grammatically correct?
answer : yes
context : Cynthia nibbled the carrot ."
1844,"question : is this text grammatically correct?
answer : no
context : I like beer, me."
1561,"question : is this text grammatically correct?
answer : yes
context : Mike will sing if you will sing."
8477,"question : is this text grammatically correct?
answer : no
context : The bears sniffs"
7093,"question : is this text grammatically correct?
answer : no
context : John drinks coffee at 11, and Mary, tea at 10:30."
569,"question : is this text grammatically correct?
answer : yes
context : The river was avoided by the rolling stone."
3405,"question : is this text grammatically correct?
answer : no
context : Phyllis lingered Sasha over lunch."
4493,"question : is this text grammatically correct?
answer : no
context : Lee likes not Kim."
8047,"question : is this text grammatically correct?
answer : yes
context : Why did you say that you were leaving?"
788,"question : is this text grammatically correct?
answer : yes
context : To go abroad would be nice."
3841,"question : is this text grammatically correct?
answer : yes
context : She was the nicest teacher in the Senior School."
5968,"question : is this text grammatically correct?
answer : yes
context : I have eaten the beef waffles."
5614,"question : is this text grammatically correct?
answer : no
context : My red is refrigerator."
7533,"question : is this text grammatically correct?
answer : no
context : Mary noticed John's excessive appreciation of herself."
7036,"question : is this text grammatically correct?
answer : yes
context : Who did you say my talking to would bother?"
1114,"question : is this text grammatically correct?
answer : no
context : He attributed to a short circuit the fire."
83,"question : is this text grammatically correct?
answer : no
context : The elevator rumbled itself to the ground."
2472,"question : is this text grammatically correct?
answer : yes
context : Sarah sang a song."
1528,"question : is this text grammatically correct?
answer : no
context : I talked to Winston about Winston."
3196,"question : is this text grammatically correct?
answer : yes
context : The witch poisoned Snow White."
7448,"question : is this text grammatically correct?
answer : no
context : Mary wonders for Bill to come."
1272,"question : is this text grammatically correct?
answer : no
context : Whose tax did the nurse polish her trombone and the plumber compute?"
1802,"question : is this text grammatically correct?
answer : no
context : The socks are ready for you to announce that you will put on."
6118,"question : is this text grammatically correct?
answer : no
context : It is likely Patrick to leave."
3193,"question : is this text grammatically correct?
answer : no
context : Innocent victims murder easily."
6944,"question : is this text grammatically correct?
answer : yes
context : The beaver built a dam."
396,"question : is this text grammatically correct?
answer : no
context : John seems that it is likely to win."
1781,"question : is this text grammatically correct?
answer : yes
context : Willy is taller than Bill by as much as everybody seems to expect me to admit to having publicly proclaimed that I believed."
4986,"question : is this text grammatically correct?
answer : no
context : What was that the Vikings ate a real surprise to you?"
3737,"question : is this text grammatically correct?
answer : no
context : The tornadoes that tear through this county every spring is more than just a nuisance."
8005,"question : is this text grammatically correct?
answer : yes
context : That Jason arrived infuriated Medea."
3806,"question : is this text grammatically correct?
answer : yes
context : That John passed surprised her, didn't it?"
4835,"question : is this text grammatically correct?
answer : yes
context : When did he say that he was fired?"
2748,"question : is this text grammatically correct?
answer : no
context : Carmen obtained Mary a spare part."
3574,"question : is this text grammatically correct?
answer : yes
context : He did not leave."
1609,"question : is this text grammatically correct?
answer : yes
context : He said he would leave and now he's done it."
4749,"question : is this text grammatically correct?
answer : yes
context : Which man did you talk to?"
5395,"question : is this text grammatically correct?
answer : yes
context : He's enough of a fool to try it."
2475,"question : is this text grammatically correct?
answer : yes
context : Sarah sang a hymn."
62,"question : is this text grammatically correct?
answer : no
context : This building got than that one."
1799,"question : is this text grammatically correct?
answer : yes
context : The socks are ready for you to put on."
4433,"question : is this text grammatically correct?
answer : yes
context : John is happy about the outcome."
8544,"question : is this text grammatically correct?
answer : yes
context : Gilgamesh hasn't kissed Ishtar."
7395,"question : is this text grammatically correct?
answer : no
context : It is of physics."
7402,"question : is this text grammatically correct?
answer : yes
context : They specialized."
4114,"question : is this text grammatically correct?
answer : yes
context : The public never had faith in his ability to handle the job."
