text,id
"question : Why did Riley do this?
answer : buy clothes
context : Riley went to the mall with their mom to do some shopping.
",159
"question : What does Austin need to do before this?
answer : go to a restaurant before this
context : Austin got full at dinner and was unable to finish the rack of ribs and all of the side dishes he ordered.
",160
"question : How would you describe Casey?
answer : ready to eat
context : Casey was hungry, going down the path in the golf cart, course was changed to go to the clubhouse restaurant.
",161
"question : Why did Alex do this?
answer : learn a trade
context : Alex learned to sew so he could make lots of money.
",162
"question : Why did Ash do this?
answer : keep her purse safe
context : ash saw a large man walking to her so she grabbed her purse.
",163
"question : Why did Austin do this?
answer : catch up on the news
context : Even though Austin should have been working on the report, Austin continued reading random news.
",164
"question : What will Jordan want to do next?
answer : keep working at yoga
context : Jordan found yoga will help. She was glad to learn that fact.
",165
"question : What will happen to Carson?
answer : proud of Jesse
context : Carson gave Jesse a lesson on how to play the piano one day.
",166
"question : What will happen to Kendall?
answer : have snot come out of their nose while crying
context : Kendall closed the door with a slam after Sydney left.  It had been a bad fight.
",167
"question : How would you describe Casey?
answer : obedient
context : Casey was planning Aubrey's wedding and was performing her duties exactly as requested.
",168
"question : Why did Austin do this?
answer : So that they remember what to purchase
context : Austin listed every item they needed to purchase at the grocery store on a notepad.
",169
"question : What will Others want to do next?
answer : wanted to help the starving children
context : Jordan rendered aid to the cause to help the starving children.
",170
"question : What does Sasha need to do before this?
answer : make them coherent
context : Sasha expressed Skylar's thoughts in terms of appreciation and benevolence.
",171
"question : How would you describe Quinn?
answer : a helpful person
context : Quinn saw that the water ran out so nobody could get a drink. Quinn put water in the machine.
",172
"question : How would you describe Kai?
answer : a scientific person
context : Kai induced good health in mice in his science project for school.
",173
"question : What will Casey want to do next?
answer : be sad
context : Casey went back years and now she can't remember.
",174
"question : What will Riley want to do next?
answer : check the door for locks
context : Riley forced Jan's entrance when the door wouldn't open for her.
",175
"question : How would you describe Robin?
answer : Very wise teacher
context : Robin had a way with words so she talked the whole class into wanting to study for the next test.
",176
"question : What does Sasha need to do before this?
answer : sign up for a class
context : Sasha got the results of the test and was pleased to see they'd passed.
",177
"question : How would Others feel as a result?
answer : cares more about friends than responsibilities
context : Kai was supposed to go help her club set up for the event but instead she visited some friends' house.
",178
"question : Why did Ash do this?
answer : did this to stay safe
context : Ash stayed away from them when he realized they were criminals.
",179
"question : What did Aubrey do?
answer : fell asleep in class
context : Aubrey stayed up all night studying. The next day in class she fell asleep.
",180
"question : How would Casey feel as a result?
answer : indebted
context : Casey owed money for college and Remy paid her bill so she wouldn't owe.
",181
"question : How would Kai feel afterwards?
answer : frustrated about having to come back again
context : Kai took the bike to a repair shop but the shop was closed and they had to walk to bike home.
",182
"question : Why did Bailey do this?
answer : write a new note
context : Bailey looked at the note, but it didn't make sense to her the way it was written, so she shredded it.
",183
"question : How would Others feel as a result?
answer : like Jordan doesn't care
context : Because he did now want to contribute Jordan hid money from their parents and told them he was broke.
",184
"question : How would you describe Jesse?
answer : it helpful
context : according to the article Jesse moved houses to get into the action.
",185
"question : What will Others want to do next?
answer : get to know my wife better
context : Casey met my wife when we went out to dinner.
",186
"question : Why did Tracy do this?
answer : proud
context : Tracy took Lee into a better life by giving a lot of gifts and good food.
",187
"question : How would you describe Cameron?
answer : As a good sport
context : Cameron gave Robin the satisfaction of victory when they won the game that day.
",188
"question : What does Quinn need to do before this?
answer : take a shower
context : Quinn got ready to go to work after taking a shower and brushing his teeth.
",189
"question : What will Jordan want to do next?
answer : check it twice
context : Jordan took care of what she needed to.
",190
"question : What will family members want to do next?
answer : cook the bacon
context : Skylar saved their father's bacon so that it could be served at their family reunion.
",191
"question : How would Kendall feel as a result?
answer : as ungrateful
context : addison did not want to please kendall so he gave her a sandwich instead.
",192
"question : What did Madelyn need to do before this?
answer : do good work for Lee to impress them
context : Madelyn was applying to nursing school and asked Lee for a recommendation letter.
",193
"question : What will Kendall want to do next?
answer : find out what was wrong
context : Cameron ran some tests on his patient, Kendall because she was very ill.
",194
"question : What will Cameron want to do next?
answer : write an outline
context : Cameron had a big paper due later in the week, so Cameron put pen to paper.
",195
"question : What does Sasha need to do before this?
answer : take care of her bike
context : Sasha is an athlete.  She rides her bike everywhere, whenever possible.
",196
"question : What will Skylar want to do next?
answer : see the mouse run off next
context : Skylar set the mouse free and hoped it would be ok.
",197
"question : Why did Riley do this?
answer : wanted to get powerful
context : Riley bore himself pain at the gym with the weights.
",198
"question : How would Addison feel as a result?
answer : like they did the right thing
context : Addison told Jordan a rumor about someone, so Jordan told them what Addison had said.
",199
"question : How would Skylar feel afterwards?
answer : worried
context : Skylar was taking a test, but he went to the night club instead of studing for the test.
",200
"question : What will happen to Quinn?
answer : get taken to the jail
context : Skyler lie at Quinn's feet after Quinn punched Skyler hard in the face.
",201
"question : Why did Austin do this?
answer : know sydney does not like certain people
context : Austin asked Sydney whom they would like see this weekend, since Austin hated Amy, Sydney's other friend. Austin made Sydney choose.
",202
"question : How would Sasha feel afterwards?
answer : fulfilled
context : Sasha took him to vegas for a vacation.
",203
"question : Why did Bailey do this?
answer : get rid of it
context : Bailey killed the fly in the kitchen with a stone.
",204
"question : How would you describe Alex?
answer : loving and supportive
context : Alex went to their son's game. They took delight in their son.
",205
"question : Why did Tracy do this?
answer : start a business and stop it at a young age
context : Tracy had goals of retiring young. Tracy started a business.
",206
"question : How would you describe Kai?
answer : proud
context : Kai was a race car driver and enjoyed winning many racing matches last year.
",207
"question : How would Skylar feel afterwards?
answer : excited
context : Skylar interests Riley a lot because she was very pretty.
",208
"question : Why did Casey do this?
answer : play with Taylor
context : Casey rolled onto Taylor's back while they were play fighting on the floor.
",209
"question : How would you describe Jesse?
answer : very sociable
context : The friends and Jesse had lunch together and it was a great time.
",210
"question : How would Bailey feel afterwards?
answer : ignored afterwards
context : Bailey asked where Jesse was going but did not get a response.
",211
"question : Why did Jesse do this?
answer : enjoy themselves at Disney World again
context : Jesse went on vacation to Disney World again the next year, after their first trip there.
",212
"question : Why did Remy do this?
answer : speak to the girl
context : Remy was walking in the park and approached a girl in the park.
",213
"question : What will Tracy want to do next?
answer : yell at austin
context : tracy was hiding something, so austin decided to open tracy's locker wide.
",214
"question : What will happen to Casey?
answer : see the gated community from afar
context : Alex lived nearby in Casey's area, away from the gated community.
",215
"question : Why did Sasha do this?
answer : wanted to earn money singing
context : Sasha sang at work when it came to a guests' birthday.
",216
"question : What will Jesse want to do next?
answer : start the song
context : Jesse placed the music sheet in his hands and began to sing a song.
",217
"question : Why did Lee do this?
answer : find love again
context : Lee had a nasty divorce but met someone nice a year later, and was happily married shortly after.
",218
"question : What does Robin need to do before this?
answer : needed to become offended and make a plan
context : Robin became angry and then broke Quinn's glasses in a fit of rage.
",219
"question : What will Kendall want to do next?
answer : minimize damage to himself
context : kendall never got his brake pedal replaced and lost control of his bike.
",220
"question : What does Jordan need to do before this?
answer : Come up with ideas
context : Jordan had come up with many ideas and then he decided he would reproduce his idea in this book.
",221
"question : What will Casey want to do next?
answer : talk to casey
context : Addison collected Casey's thoughts. Casey didn't think Addison would go along with it.
",222
"question : How would you describe Casey?
answer : determined
context : Aubrey is a reclusive writer. Despite rarely giving interviews or revealing anything about their personal life, Carson became an expert on Aubrey.
",223
"question : What will Tracy want to do next?
answer : poke at the bird
context : Tracy was a cat that was trying to catch its prey. Tracy caught a bird.
",224
"question : Why did Austin do this?
answer : So Quinn would learn to build a house
context : Austin built Quinn's house and it turned out really nice.
",225
"question : What will Tracy want to do next?
answer : show affection to Casey
context : Tracy gave Casey a gift for being a good friend.
",226
"question : How would Austin feel afterwards?
answer : very excited
context : Austin pulled Taylor closer.  They kissed passionately.
",227
"question : How would you describe Skylar?
answer : like they have intimidated others
context : Skylar showed their teeth to show he was very aggressive.
",228
"question : Why did Sasha do this?
answer : show support
context : Sasha gave Riley's mom a birthday card. Sasha made Riley's mom happy.
",229
"question : How would Cameron feel as a result?
answer : pleased with the plans Alex set up
context : Alex took Cameron to see the exhibit Cameron was dying to see. After, Alex surprised Cameron with a romantic dinner at Cameron's favorite restaurant.
",230
"question : What does Cameron need to do before this?
answer : find the kitten
context : cameron ran into a kitten and gave him some treats.
",231
"question : What does Alex need to do before this?
answer : keep increasing their power
context : Alex increased their power by 200% after training with weights for two years.
",232
"question : How would you describe Jordan?
answer : like a good friend
context : Jordan flashed lights at their friend and got a wave because of this.
",233
"question : How would you describe Remy's abilities?
answer : athletic and fit
context : Remy passed them quickly and took first place in the marathon after training for months.
",234
"question : What does Robin need to do before this?
answer : notices Remy's lack of self confidence
context : Robin found fault with Remy not having self confidence so complemented them.
",235
"question : What will Jesse want to do next?
answer : look at the menu
context : Jesse stopped at a restaurant and sat down to order some breakfast.
",236
"question : What does Sasha need to do before this?
answer : want the websites app
context : Sasha downloaded the app for the website they really liked.
",237
"question : Why did Sydney do this?
answer : prove herself to her friend
context : Sydney finally beat her friend at Dr. Mario after weeks of pratice.
",238
"question : What kind of person is Ash?
answer : someone who does the right thing
context : Ash appeared out of nowhere to help when everyone was falling from the bridge.
",239
"question : Why did Taylor do this?
answer : have fun
context : Taylor floated down the river with a group of friends on inter-tubes.
",240
"question : What will Cameron want to do next?
answer : sell the painting to others
context : Cameron is a good painter.  They used watercolors to make a painting.
",241
"question : Why did Bailey do this?
answer : enjoy being retired
context : Bailey wanted to quit working and retire and had their retirement planned.
",242
"question : What will happen to Quinn?
answer : make good money
context : quinn was a night person so she got a job where she worked nights.
",243
"question : How would Kai feel as a result?
answer : happy to not be lonely anymore
context : Tracy saw Kai standing there by himself and decided to go talk to him.
",244
"question : Why did Jordan do this?
answer : help
context : Jordan was proctoring the test and helped Alex by whispering the answer to him.
",245
"question : What will happen to Others?
answer : help them
context : Jesse hit their head on the ground and woke up about an hour later.
",246
"question : How would Quinn feel as a result?
answer : quinn's friend
context : casey was in vietnam when quinn suddenly crossed his mind.
",247
"question : What did Santiago need to do before this?
answer : finish the nursing prerequisites
context : Santiago was applying to nursing school and asked Lee for a recommendation letter.
",248
"question : What will happen to Addison?
answer : get punished
context : Jordan told their parents that Addison had been very rude to him and what she had said.
",249
