text,id
"question : what's going to happen to others? 
 answer : confront riley for putting a present in a bag 
 context : riley had a present that wasn't wrapped so they put it in a bag. 
",14348
"question : how would sydney feel afterwards? 
 answer : very sad 
 context : sydney felt bad about helping the convict get out of prison. 
",17315
"question : what does skylar need to do before this? 
 answer : land several darts near the bullseye 
 context : skylar managed to win the dart game that night at the bar. 
",24237
"question : what will cameron want to do next? 
 answer : carry out the decision 
 context : even though it was a difficult decision and someone had to lose either way, addison supported cameron's families decision. 
",5315
"question : how would sydney feel afterwards? 
 answer : nauseous 
 context : sydney ate kai's flesh after being in the woods for days with no food. 
",7336
"question : why did ash do this? 
 answer : find her friend 
 context : ash began to look around beacuse she thought she  saw her best friend, camile. 
",11514
"question : what will others want to do next? 
 answer : wait till lee leaves 
 context : lee was asked to leave because he was being rude to all of the guests. 
",29985
"question : how would you describe bailey? 
 answer : motivated 
 context : bailey got it right the next time after she practiced for a whole afternoon. 
",23687
"question : how would carson feel as a result? 
 answer : would be happy tracy did this 
 context : tracy gave carson's baby a new toy to play with while they talked. 
",22256
"question : what does bailey need to do before this? 
 answer : get soap 
 context : bailey washed riley's face. it was very dirty and smelly. 
",23643
"question : what does taylor need to do before this? 
 answer : pour it in a saucer 
 context : taylor knew how japanese people slurped their ramen, she ate the food right. 
",24777
"question : how would robin feel afterwards? 
 answer : passive now 
 context : robin scratched quinn's head because it looked like it needed a good scratching. 
",6328
"question : what will skylar want to do next? 
 answer : buy food 
 context : remy took skylar money for food and a place to sleep. 
",33230
"question : what does cameron need to do before this? 
 answer : understand bailey 
 context : cameron spoke of bailey well when she talked to others. 
",19587
"question : what will happen to lee? 
 answer : form a partnership 
 context : lee went to see addison about a plan to make a lot of money in a short amount of time. 
",33068
"question : what will kai want to do next? 
 answer : get a business degree 
 context : kai played professional basketball before a knee injury ended their career. 
",31838
"question : why did casey do this? 
 answer : keep everybody's attention 
 context : casey was workng at a food place and served his customers their turn. 
",8926
"question : how would you describe jan? 
 answer : capable 
 context : jan killed alex's father when he broke into her home one night. 
",16336
"question : what will happen to tracy? 
 answer : change kai's bandages so she does not develop an infection 
 context : tracy got kai home from the veterinary hospital after her surgery. 
",13983
"question : how would casey feel afterwards? 
 answer : like they repaid the dept 
 context : casey was trying to repay ash for letting them borrow the car. casey got ash's car fixed. 
",28252
"question : how would quinn feel afterwards? 
 answer : as impulsive 
 context : quinn had money to go shopping and he spent the money quickly. 
",9800
"question : what does robin need to do before this? 
 answer : put coffee in the filter basket 
 context : robin was sleeping at their friends house and had woken up very early before anyone else was up, so robin made their coffee for them. 
",33064
"question : why did quinn do this? 
 answer : have something to eat for lunch 
 context : at lunchtime, quinn still had a lot of work to do, so they put money into the vending machine and got a sandwich instead of going out to eat. 
",18300
"question : what does taylor need to do before this? 
 answer : get ready to leave 
 context : taylor gave alex a ride home from work one day. 
",10268
"question : what will kendall expect sasha to do next? 
 answer : expect sasha to repay the rent money 
 context : sasha asked kendall to pay the cable bill because of an unexpected expense. 
",25542
"question : what does skylar need to do before this? 
 answer : wanted to save the food for his dad 
 context : there were only two pieces left for dad when the dog jumped up to eat it, but skylar saver his father's bacon. 
",26730
"question : what will quinn want to do next? 
 answer : he will go back to finish his work 
 context : quinn wanted to finish his work, but he couldn't concentrate because he had an itchy head, so he asked robin to scratch it. 
",28937
"question : how would carson feel afterwards? 
 answer : happy 
 context : carson got in the car and drove down to a store he liked. 
",12626
"question : what does bailey need to do before this? 
 answer : write the autobiography verbatim 
 context : bailey published a autobiography as a book but was sued for stealing content from another biography. 
",5450
"question : what does jan need to do before this? 
 answer : drive to the theater 
 context : jan looked forward to seeing the movie after it finally hit the theaters. 
",9203
"question : how would you describe sydney? 
 answer : very friendly 
 context : sydney told beth that she wanted to go to a movie with her. 
",2035
"question : how would others feel as a result? 
 answer : that austin doesn't work well with a team 
 context : just after they received the approval and funding, austin abandoned the idea altogether. 
",10208
"question : what will sydney want to do next? 
 answer : get the puppy 
 context : sydney saw a cute puppy and they wanted it as a pet. 
",32586
"question : why did riley do this? 
 answer : enjoy the dinner 
 context : riley came home to a lovely dinner made by their other half, riley ate everything on their plate then served up another portion to them and their partner. 
",30508
"question : how would others feel as a result? 
 answer : included by bailey 
 context : bailey asked their neighbor a question about how they could do something nice for other community members. 
",26847
"question : how would ash feel afterwards? 
 answer : very accomplished 
 context : ash made possible the promotion through her hard work. 
",31540
"question : why did addison do this? 
 answer : hide it 
 context : addison drove the motorcycle away because they didn't want mark to drive it. 
",33198
"question : why did casey do this? 
 answer : seduce addison's husband 
 context : casey was attracted to addison's husband and wanted to have an affair. 
",19490
"question : how would others feel as a result? 
 answer : ready 
 context : kai hired an assistant to help them with all of their daily chores. 
",17432
"question : what did robert need to do before this? 
 answer : do good work for lee to impress them 
 context : robert was applying to nursing school and asked lee for a recommendation letter. 
",25629
"question : what will happen to aubrey? 
 answer : wake up in a few hours 
 context : riley set their alarm and then went to bed as fast as they could. 
",16498
"question : what will others want to do next? 
 answer : sing the song 
 context : sasha told the class to join her in singing a really good song. 
",26714
"question : why did austin do this? 
 answer : fulfill his dream of being the best coach 
 context : austin became the supreme coach of all teams so austin advised the players on all matters. 
",8463
"question : what will tracy want to do next? 
 answer : comply totally 
 context : kai imposed her will upon tracy because she was so bossy. 
",11777
"question : what does jesse need to do before this? 
 answer : go home to retrieve the wallet 
 context : jesse was going to buy them lunch but left his wallet with all his money at home. 
",5410
"question : how would lee feel as a result? 
 answer : ready to work 
 context : lee got hired at a new store today and he was very glad. 
",20834
"question : why did taylor think this was a good idea? 
 answer : work more from home 
 context : taylor worked too much so he let his son jesse run free around the house. 
",15669
"question : how would carson feel afterwards? 
 answer : bad because someone got sick 
 context : carson got dessert for my birthday but it turned out i was allergic to the flavoring. 
",24549
"question : what will skylar want to do next? 
 answer : go find a pen 
 context : remy wrote skylar a note and skylar planned to write back but had nothing to write with. 
",20297
"question : how would kendall feel afterwards? 
 answer : very accomplished 
 context : kendall got the job done when they were working at the new compay. 
",5422
"question : why did jordan do that? 
 answer : be rebellious 
 context : jordan bounced the ball around the house even though her mom told her not to. 
",24434
"question : how would remy feel afterwards? 
 answer : content, because she read very well 
 context : remy was in class when her teacher asked her to read. remy, who has been struggling with reading, worked very hard to improve her skills as a reader. remy excitedly started reading as she was happy to show off her improved skills. 
",1248
"question : what does austin need to do before this? 
 answer : check their wallet to see if they had cash 
 context : austin did not have any cash to give to the man. so he got some from the atm and gave the man a dollar. 
",18064
"question : what will skylar want to do next? 
 answer : smile in celebration 
 context : addison was dating skylar, he asked for skylar's hand in marriage and skylar said yes so when their parents came to visit addison called them into skylar's office to tell them. 
",5601
"question : what did nolan need to do before this? 
 answer : do good work for lee to impress them 
 context : nolan was applying to nursing school and asked lee for a recommendation letter. 
",23216
"question : what will happen to others? 
 answer : the others did not get ice cream because it was all gone 
 context : riley raced her friend to the stand that was selling the last two ice cream cones. 
",6609
"question : what will robin want to do next? 
 answer : go to trial next 
 context : robin avenged their father's name but was arrested subsequently. 
",11895
"question : how would you describe ash? 
 answer : a confident person 
 context : ash was trying to help the customer pick a car. ash sold the car he had. 
",29107
"question : what will happen to sydney? 
 answer : be angry 
 context : sydney got a new bike as a birthday present and remy was very jealous. 
",17404
"question : what will cameron want to do next? 
 answer : proud 
 context : cameron got more money than anybody else by being the best at sales. 
",30968
"question : how would you describe lee? 
 answer : a private person 
 context : lee was always good with children. it was such a surprise that lee only had one child. 
",21611
"question : why did skylar do this? 
 answer : do their job 
 context : skylar worked for a towing company and had responded to sydney's call. 
",32227
"question : what will happen to kai? 
 answer : shout with surprise 
 context : kai threw fish food into the water and the fish jumped up and splashed them. 
",6676
"question : why did taylor do this? 
 answer : have a great time 
 context : taylor's experience went from good to life changing, this meant culminating into a magically climatic moment. 
",22678
"question : how would kai feel afterwards? 
 answer : very talented 
 context : kai fixed the leak immediately after no one else could. 
",19414
"question : what will jordan want to do next? 
 answer : dig a hole 
 context : jordan set the plant on the soil after they returned home. 
",30120
"question : what will sasha want to do next? 
 answer : make ash happy 
 context : sasha wanted to treat ash to a concert by their favorite performer. 
",6914
"question : how would kendall feel afterwards? 
 answer : pain 
 context : kendall slipped on a wet spot and crashed to the floor, breaking his arm. 
",6540
"question : why did skylar do this? 
 answer : get exercise 
 context : skylar walked home one day instead of taking the bus. 
",14793
"question : how would you describe ash? 
 answer : habitual and predictable 
 context : ash loved mexican food so much that he at chipotle every single day. 
",20520
"question : what will happen to jordan? 
 answer : likes to gossip with friends 
 context : jordan told robin all the details. 
",18379
"question : what does kendall need to do before this? 
 answer : call friends 
 context : kendall desperately wanted people to come to the big party next weekend at her house. 
",17616
"question : how would you describe casey? 
 answer : a romantic person 
 context : casey met bailey's sister and fell in love with bailey's sister immediately. 
",18552
"question : how would riley feel afterwards? 
 answer : stupid 
 context : riley was having a hard time so he forgot to set aubrey's alarm. 
",30219
"question : what will bailey want to do next? 
 answer : get accepted to a college 
 context : bailey decided an education is the key to success so she wanted to go to college. 
",32870
"question : how would you describe bailey? 
 answer : careless with her cleaning tools 
 context : bailey busted the vacuum cleaner by allowing the dust to clog up the filter. 
",1055
"question : what will remy want to do next? 
 answer : save the notes 
 context : remy was attending a very important lecture on finance which was on her exam. remy took notes to make sure she remembered. 
",18318
"question : how would kendall feel afterwards? 
 answer : bad 
 context : sydney got in trouble at school today but didn't tell her mom. kendall told sydney's mom about it instead. 
",19612
"question : what does jesse need to do before this? 
 answer : leave for a trip 
 context : jesse was going on a trip and they had drove for hours to get there. 
",867
"question : what will austin want to do next? 
 answer : drink 
 context : austin's family got some pizza for dinner. austin ate a slice. 
",17636
"question : what will skylar want to do next? 
 answer : give money to tracy to buy a dress 
 context : tracy did not want to go to prom because they had nothing to wear.  skylar advised tracy to go. 
",4360
"question : what will jesse want to do next? 
 answer : be alone for a while 
 context : jesse wiped away their tears after the argument with their parents. 
",13449
"question : how would you describe addison? 
 answer : someone who takes advantage 
 context : addison made lots of money yesterday during the heat wave when they sold cold bottled water at a high mark up. 
",31597
"question : how would ash feel afterwards? 
 answer : very excited about the job 
 context : ash got a new job and earned money to pay the rent that was due two days ago. 
",2241
"question : why did skylar do this? 
 answer : help other people out 
 context : skylar used jesse for other purposes at work when they needed him to do other things. 
",26175
"question : why did remy do this? 
 answer : wanted to have everything ready 
 context : remy prepared another gift bag for the wedding presents. 
",11150
"question : how would you describe robin? 
 answer : has kind and warm personality 
 context : robin would help whoever is in trouble or in need in their neighborhood. 
",2366
"question : why did remy do this? 
 answer : create publicity 
 context : remy knew everything about neural imaging, so remy gave a talk about it. 
",3456
"question : what will robin want to do next? 
 answer : get a good grade 
 context : robin worked very hard to finish the project that was due in her history class that day. 
",7432
"question : how would ash feel afterwards? 
 answer : a connection towards the dog and flower 
 context : ash named kendall's lily after his dog and the lily smelled great. 
",22522
"question : how would taylor feel afterwards? 
 answer : sad because he misses sierra 
 context : taylor got another dog after sierra got run over by a car. 
",12082
"question : why did skylar do this? 
 answer : make money 
 context : skylar finally got a job with the federal government. 
",25277
"question : what will lee want to do next? 
 answer : take his belongings 
 context : lee made carson their wife, file for divorce the very next day. 
",28771
"question : why did quinn do this? 
 answer : help robin with her budget 
 context : robin was in search of a new car and saw one she liked. quinn gave robin an estimate of the car. 
",30040
"question : why did remy do this? 
 answer : joy 
 context : remy began to slide because the slide looked fun to ride on that day. 
",11727
"question : how would skylar feel afterwards? 
 answer : happy bailey acknowledged her 
 context : skylar called bailey by her name and bailey turned around with a big smile. 
",5197
"question : how would you describe addison? 
 answer : like a person who cares about the family 
 context : addison supported cameron's families decision even though they she didn't fully agree with them. 
",20660
"question : what will quinn want to do next? 
 answer : restart their computer 
 context : quinn got new lead software. they gained new clients easily. 
",1723
"question : how would you describe kai? 
 answer : someone who cares about others 
 context : kai grabbed casey's purse before it hit the floor of the messy bus. 
",25443
"question : how would skylar feel afterwards? 
 answer : dejected 
 context : skylar loved school. today school was cancelled because of a snow storm. 
",23598
"question : what does robin need to do before this? 
 answer : needed to ask permission 
 context : robin needed to get to work but their car was in the shop. 
",22676
"question : how would remy feel afterwards? 
 answer : proud 
 context : remy's friends asked for kisses from them. remy gave kisses to their friends. 
",25567
"question : what does ash need to do before this? 
 answer : run up to ash to get a closer look 
 context : after falling off of the roof while repairing it, riley was examined closely by ash. 
",26934
"question : how would you describe addison? 
 answer : a helpful person 
 context : addison gave bailey the advantage so that bailey could finally win a game. 
",22765
"question : how would carson feel afterwards? 
 answer : quite happy 
 context : carson went to a movie and had a great time watching it. 
",30482
"question : how would others feel as a result? 
 answer : inspired by carson 
 context : carson was very passionate about this topic so he drove home his point. 
",35
"question : what will aubrey want to do next? 
 answer : be close to skylar 
 context : aubrey wanted to be closer to skylar so they pulled skylar closer to them. 
",21035
"question : how would lee feel afterwards? 
 answer : happy 
 context : after searching for his keys for over an hour, lee finally found them. 
",20771
"question : how would ash feel afterwards? 
 answer : tired 
 context : ash needed to get up early for work so they woke up early. 
",21994
"question : how would you describe austin? 
 answer : devious 
 context : austin put taylor in such an impossible situation that he really had taylor by the short hairs. 
",27511
"question : what will jordan want to do next? 
 answer : go to sleep 
 context : jordan walked home after she was dumped by her boyfriend at the dance. 
",24709
"question : what does taylor need to do before this? 
 answer : calculate the couples assets 
 context : the couple were in the middle of a messy divorce so they hired taylor as an arbitrator, and taylor defined the agreement in terms that were agreeable to both sides. 
",17968
"question : what will addison want to do next? 
 answer : prepare for the plan 
 context : quinn was apprehensive about what kai was talking about. after some reasoning, addison got quinn in kai's trademark plan. 
",20575
"question : what does skylar need to do before this? 
 answer : be in a good mood 
 context : skylar was so happy that they skipped around the yard. 
",19410
"question : what will quinn want to do next? 
 answer : help them if they need anything 
 context : quinn provided remy's framework for the task they had to complete. 
",17178
"question : what will carson want to do next? 
 answer : get a good grade on the exam 
 context : carson had studied all week in preparation for the upcoming exam. 
",1140
"question : what will lee want to do next? 
 answer : give assistance next 
 context : sasha asked lee and his mom for help and they happily agreed. 
",18346
"question : what will jesse want to do next? 
 answer : let them know it was a joke 
 context : jesse has big news to tell their girlfriend. jesse acts disappointed and down in the dumps to throw off their girlfriend. 
",19460
"question : how would you describe taylor? 
 answer : enterprising and a strong leader 
 context : since remy needed help getting their book published quickly, taylor was appointed to act as remy's agent. 
",32318
"question : what does skylar need to do before this? 
 answer : gain kendalls permission 
 context : skylar gently grabbed kendall's head and slowly tilted it back towards them. 
",2178
"question : what will bailey want to do next? 
 answer : change careers 
 context : bailey considered the offer seriously and accepted it after a few days. 
",26033
"question : what did ash do? 
 answer : got a consulting job for ibm 
 context : ash got hired as a consultant for ibm. he increased their annual profits by 13%. 
",16404
"question : how would you describe alex? 
 answer : are a trusting person 
 context : alex always left them alone at the store, because they knew they could count on their employees. 
",32687
"question : what does skylar need to do before this? 
 answer : make sure his shoes are tied 
 context : skylar wanted to take the offensive playing football but his shoes were untied. 
",4548
"question : how would you describe robin? 
 answer : careful 
 context : robin held sydney at arm's length because she did not trust her. 
",18943
"question : what will happen to riley? 
 answer : be demoted 
 context : aubrey asked riley to take charge but riley was inexperienced and did a poor job. 
",32533
"question : what does kendall need to do before this? 
 answer : read her text books about animal behavior 
 context : kendall devoted their day to the study that they were doing on animal behavior. 
",32253
"question : why did lee do this? 
 answer : make addison ashamed 
 context : by refusing to stop their incredibly embarrassing behavior, lee made addison sacrifice her dignity. 
",19721
"question : skylar and cameron will feel how afterwards? 
 answer : very stupid 
 context : cameron played games on skylar's phone and then dropped it in the toilet. 
",5577
"question : how would others feel as a result? 
 answer : a fast healer 
 context : remy went to the hospital for a twisted ankle and got better quickly. 
",9865
"question : what will austin want to do next? 
 answer : take a business course 
 context : after coming up with a dynamic product idea, austin wanted to start his own business. 
",26121
"question : what will happen to austin? 
 answer : storm away mad 
 context : sasha developed an attitude about austin and they got into a nasty fight behind the school. 
",6207
"question : how would you describe remy? 
 answer : a person who likes games 
 context : remy wasn't feeling well, so they stayed home and spent the entire day playing video games. 
",24367
"question : why did jan do this? 
 answer : hide it 
 context : jan put quinn's money away before anyone could see it. 
",18283
"question : why did austin do this instead? 
 answer : look on the positive side 
 context : austin was mad at remy but reconsidered her decision to come over anyway. 
",27269
"question : how would alex feel afterwards? 
 answer : having a very bad start to the day 
 context : alex missed the train to work and could not find a cab anywhere. 
",18372
"question : what will bailey want to do next? 
 answer : hold up the trophy 
 context : bailey was not a winner but she also got a trophy. 
",13517
"question : how would you describe jordan? 
 answer : reliable 
 context : jordan produced a lot annually even when others were unable to. 
",31634
"question : how would others feel as a result? 
 answer : full now 
 context : robin gave them money and they went to the cafe for some lunch. 
",501
"question : what does carson need to do before this? 
 answer : want to grade the work 
 context : carson examined skylar's work carefully and gave them an a for a grade. 
",13483
"question : why did ash do this? 
 answer : stop their dry skin 
 context : ash's skin is very dry.  ash put aloe on his skin. 
",5441
"question : how would robin feel as a result? 
 answer : angry that he was injured 
 context : kendall and robin were in rival street gangs so during a fight, kendall struck and broke both of robin's legs with a baseball bat. 
",7034
"question : what will happen to others? 
 answer : put out a reward for her dog 
 context : quinn called the police and reported that their dog was missing. 
",29943
"question : how would you describe alex? 
 answer : helpful 
 context : alex was quick to help everyone when they suffered a natural disaster. 
",5001
"question : why did robin do this? 
 answer : buy stuff 
 context : robin grabbed their wallet and headed out to do some light shopping. 
",8488
"question : what will happen to sydney? 
 answer : keep wearing the clothes none the wiser 
 context : sydney bit their tongue at the sight of jan's obscure fashion decisions. 
",1090
"question : what will jesse want to do next? 
 answer : keep working on it 
 context : jesse performed cameron's task at work since he was sick. 
",28089
"question : how would quinn feel afterwards? 
 answer : like they did a good job 
 context : quin built their sandcastle with the sand at the beach and did well. 
",6055
"question : how would you describe aubrey's feelings towards kai? 
 answer : ignoring kai 
 context : aubrey was upset with kai, so when she saw kai, she said nothing. 
",7453
"question : how would others feel as a result? 
 answer : happy 
 context : riley got engaged earlier that night. when she got home riley showed the ring to their parents. 
",18889
"question : what will jan want to do next? 
 answer : go to get ready for bedtime 
 context : jan was very interested in current events so stayed up later than usual to watch the news at 10 p.m. 
",15919
"question : what will taylor want to do next? 
 answer : unwind in her comfortable seat 
 context : after giving their daughter a time out for misbehaving, taylor took a moment to relax in her favorite chair. 
",7756
"question : why did carson do this? 
 answer : help cameron's self esteem 
 context : carson sees cameron crying over what someone said. carson tells cameron not to worry that they are very pretty and beautiful. 
",15884
"question : how would casey feel afterwards? 
 answer : impulsive 
 context : casey got everything they wanted when he went to the store and spent all his money. 
",29232
"question : how would bailey feel as a result? 
 answer : as surprised 
 context : cameron finally decided to tell the truth and made bailey's jaw drop with the reveal. 
",9532
"question : what will aubrey want to do next? 
 answer : wash the coat 
 context : aubrey needed a shorter coat so they cut it according to their cloth. 
",23691
"question : what will happen to sydney? 
 answer : take the day off to watch kai 
 context : sydney was worried that kai was getting sick, so sydney wanted kai to stay home. 
",31134
"question : what will addison want to do next? 
 answer : study and practice the song she was going to play 
 context : addison played the piano after school, but they didn't know the song they were playing. 
",8329
"question : how would remy feel afterwards? 
 answer : happy 
 context : remy was feeling depressed lately but things turned around after winning the lotto. 
",24720
"question : what will ash want to do next? 
 answer : replace the toy 
 context : while visiting a friend, ash got caught stealing one of their favorite toys. 
",14878
"question : why did kendall do this? 
 answer : protect quinn 
 context : kendall was a careful person so she made quinn use caution. 
",19069
"question : why did carson do this? 
 answer : ask the girl from band class to go out on a date 
 context : carson wanted to impress the girl in band class, so carson learned to play the trumpet. 
",13107
"question : what did isabella need to do before this? 
 answer : do good work for lee to impress them 
 context : isabella was applying to nursing school and asked lee for a recommendation letter. 
",9242
"question : what does robin need to do before this? 
 answer : go to the gym to workout 
 context : robin gained a lot of muscle so that she would be in great shape for the competition. 
",1107
"question : why did riley do this? 
 answer : wanted to prove a point 
 context : riley got worked up about the subject at hand and couldn't keep quiet about it. 
",26088
"question : what does skylar need to do before this? 
 answer : enjoy playing games 
 context : skylar was a playful person so she played games all night. 
",30316
"question : why did quinn do this? 
 answer : challenge sydney 
 context : sydney usually beat quinn in races, but this time, quinn ran as fast as sydney and they tied. 
",10927
"question : what will happen to her mother? 
 answer : get medicine 
 context : jan took their mother to the doctor when she had food poisioning. 
",22010
"question : what does kai need to do before this? 
 answer : was disgusted by the dirty water 
 context : kai went to a camp with lots of people. kai got the dirty water off their chest. 
",29076
"question : what does sasha need to do before this? 
 answer : get his number 
 context : sasha sent alex a message about the get together. 
",9909
"question : what will carson want to do next? 
 answer : keep teasing 
 context : carson pulled quinn's leg to tease him about the performance. 
",20367
"question : how would jesse feel afterwards? 
 answer : like they should get the coat 
 context : jesse saw a coat at the mall and jesse really wanted it. 
",29711
"question : what will happen to others? 
 answer : scared 
 context : kai threw their children into the water to make sure they knew how to swim. 
",29676
"question : how would others feel as a result? 
 answer : quite surprised 
 context : jan raised their arm above their head to lower her blood pressure. 
",30908
"question : how would aubrey feel afterwards? 
 answer : a valuable team member 
 context : aubrey gave carson a break and got some drinks in the break time. 
",3274
"question : why did kendall do this? 
 answer : get out of working 
 context : kendall devolved at work and carson had to take over his duties. 
",9141
"question : how would bailey feel as a result? 
 answer : hurt by cameron 
 context : cameron grabbed bailey's arm forcefully and pulled it too hard, breaking it. 
",11775
"question : how would others feel as a result? 
 answer : a better worker 
 context : sydney was volunteering to build a house, and they did an excellent job yesterday. 
",4667
"question : what will quinn want to do next? 
 answer : get the blood off 
 context : quinn tried hard to not faint after seeing that blood had gotten on his hands. 
",25283
"question : what will skylar want to do next? 
 answer : try out the argument 
 context : wanting to win the debate and do well, skylar constructed another argument. 
",18819
"question : how would riley feel afterwards? 
 answer : glad they don't let it get the best of them 
 context : riley had anger issues but learned how to control themselves. 
",32230
"question : what will ash want to do next? 
 answer : give quinn a kiss 
 context : ash squeezed quinn's hand tightly as they walked down the street. 
",22612
"question : how would kendall feel afterwards? 
 answer : very diligent in her act to health 
 context : kendall finally has no choice but to take care of her health after being diagnosed of diabetes. 
",9410
"question : how would remy feel afterwards? 
 answer : impressed with carson 
 context : remy found carson's actual level. it was higher than they expected. 
",28209
"question : what does kai need to do before this? 
 answer : start playing 
 context : kai stopped playing when a string suddenly broke on the guitar. 
",7293
"question : how would you describe carson? 
 answer : a governing official 
 context : kendall is an activist who is standing up for gay rights. carson issued kendall an edict banning public demonstrations. 
",14658
"question : what will robin want to do next? 
 answer : take pictures 
 context : robin wore women's hair on top for the 80´s party. 
",12507
"question : what will sasha want to do next? 
 answer : tell carson to leave her alone now 
 context : after being hounded for hours to tell him her plans for the weekend, sasha finally gave carson an answer. she is going out with her friends and not him. 
",33137
"question : how would you describe casey? 
 answer : as someone having fun 
 context : casey was creating a character for a video game and decided how they should look. 
",9782
"question : what does quinn need to do before this? 
 answer : has to wait in line for the machine 
 context : quinn is at an arcade playing games and puts coins in the machine. 
",22949
"question : what does sydney need to do before this? 
 answer : go to the store to buy some water hoses 
 context : sydney went to a client's location and then watered their lawn before getting paid. 
",9714
"question : what will jesse want to do next? 
 answer : help him get the job next 
 context : jesse created taylor's situation by recommending him for the job. 
",27499
"question : what will casey want to do next? 
 answer : hide 
 context : casey tried to stay brave in the haunted house but she became terrified. 
",25937
"question : how would you describe kai as a person? 
 answer : a cautious person 
 context : kai didn't want to break the glass so he carefully put the glass down. 
",21320
"question : what will kendall want to do next? 
 answer : find her class 
 context : kendall was new at school and was trying to find her way around. the bell rang and she walked into class, but was in the wrong class. 
",29614
"question : what does lee need to do before this? 
 answer : talk to people 
 context : since they went out of their way to be friendly, lee knew everyone at work. 
",10175
"question : why did quinn do this? 
 answer : take the bad guy down 
 context : quinn opened fire but they missed. 
",14613
"question : why did austin do this? 
 answer : have fun later 
 context : austin spent all afternoon working on homework to free up time at night. 
",18630
"question : what will quinn want to do next? 
 answer : accept the position next 
 context : skylar kept quinn from becoming a waitress and by offering her an office job as well. 
",8172
"question : why did quinn do this? 
 answer : enjoyed spending time at the beach 
 context : quinn spent the day at the beach, but her class that evening was cancelled. 
",18838
"question : what did kendall do? 
 answer : sold skylar's purse 
 context : kendall was mad at skylar so she sold her purse at the yard sale for 50 cents. she apologized after. 
",23398
"question : how would riley feel afterwards? 
 answer : nervous 
 context : riley prepared for their reception after the dinner to prepare for the wedding. 
",5175
"question : how would others feel as a result? 
 answer : like they need to give a present too 
 context : bailey gave me a present for my birthday.  others would want to do the same. 
",12820
"question : how would jesse feel afterwards? 
 answer : murderous 
 context : jesse called them into the room knowing that it would be locked behind them and then filled with poison. 
",10192
"question : what will riley want to do next? 
 answer : cheer for her team 
 context : riley left the game when she hurt her foot. 
",7885
"question : how would riley feel afterwards? 
 answer : very happy 
 context : riley was very determined and he attained his end goal. 
",28780
"question : why did riley do this? 
 answer : give the puppy love 
 context : riley took the puppy for a walk after bringing it home from the shelter. 
",5013
"question : how would you describe jan? 
 answer : a happy person 
 context : jan cried with joy when they found out that they were pregnant with their first kid. 
",19141
"question : how would you describe jesse? 
 answer : proactive in avoiding bugs 
 context : jesse called the exterminator to make sure they didn't get a problem with bugs. 
",13124
"question : how would casey feel afterwards? 
 answer : was angry at skylar 
 context : skylar sneakily dyed casey's hair blue because they were angry at her. 
",13565
"question : how would sasha feel as a result? 
 answer : grateful 
 context : robin unpacked sasha's things so that sasha wouldn't have to do it because sasha has pain from arthritis. 
",22721
"question : what will others want to do next? 
 answer : ask questions next 
 context : kendall asked questions in class when the others were to afraid to do so. 
",13726
"question : what does jordan need to do before this? 
 answer : pick the perfect gift 
 context : jordan surprised riley's mother by giving their mother the perfect gift. 
",1599
"question : how would you describe austin? 
 answer : thoughtful 
 context : austin suddenly saw the light and apologized to those he had hurt. 
",2910
"question : how would lee feel afterwards? 
 answer : anxious about being found 
 context : lee covered their tracks in an attempt to keep the murderer from finding them. 
",30546
